deviceHubId,plant_stage,airHumidityPercent,soilHumidityPercent,celciusGradeTemperature,precipitationDetected,nitrogen,phosphorus,potassium,condition_label,createdAt,altitudeMasl
SJ-DEV-904,vegetativo,91,77,20.2,0,28,31,44,n_deficiency_moderate,2025-05-16T12:30:00Z,1150.5325420967758
SJ-DEV-020,vegetativo,85,47,20.3,0,49,34,43,water_deficit_vegetativo,2025-05-07T07:18:00Z,971.4017344521999
SJ-DEV-159,vegetativo,85,40,20.8,0,38,31,44,water_deficit_vegetativo,2025-05-08T04:11:00Z,1087.7239697734522
SJ-DEV-936,vegetativo,83,77,19.5,1,32,26,38,n_deficiency_moderate,2025-05-26T21:33:00Z,988.5319431406876
SJ-DEV-046,vegetativo,96,71,22.1,1,44,31,44,fungal_risk_roya_vegetativo,2025-05-01T16:31:00Z,968.4739907299158
SJ-DEV-611,vegetativo,83,67,22.4,0,25,28,41,n_deficiency_moderate,2025-05-02T07:24:00Z,1050.6904590643294
SJ-DEV-1363,vegetativo,81,70,21.8,0,51,30,41,optimal_vegetativo,2025-05-14T00:32:00Z,1144.246965425644
SJ-DEV-597,vegetativo,82,38,20.9,0,49,30,42,water_deficit_vegetativo,2025-05-20T15:39:00Z,1300.607512652336
SJ-DEV-316,vegetativo,83,46,23.7,0,51,35,48,water_deficit_vegetativo,2025-05-04T00:35:00Z,1200.5437408892644
SJ-DEV-799,vegetativo,94,71,22.6,1,48,31,48,fungal_risk_roya_vegetativo,2025-05-31T10:16:00Z,1033.513397976973
SJ-DEV-1253,vegetativo,84,68,21.1,1,46,34,46,optimal_vegetativo,2025-05-22T09:54:00Z,1358.4388352190304
SJ-DEV-193,vegetativo,80,70,21.0,0,50,28,45,optimal_vegetativo,2025-05-19T00:48:00Z,1374.6348389646355
SJ-DEV-589,vegetativo,84,70,21.5,0,46,27,41,optimal_vegetativo,2025-05-07T18:22:00Z,1329.908926571781
SJ-DEV-769,vegetativo,82,47,21.3,0,47,30,40,water_deficit_vegetativo,2025-05-01T18:56:00Z,1136.000803406438
SJ-DEV-362,vegetativo,87,72,20.3,1,28,33,46,n_deficiency_moderate,2025-05-20T10:51:00Z,1335.9411497245396
SJ-DEV-1376,vegetativo,85,39,19.8,0,43,29,38,water_deficit_vegetativo,2025-05-11T05:30:00Z,983.7541858327745
SJ-DEV-228,vegetativo,82,43,19.6,0,43,27,35,water_deficit_vegetativo,2025-05-02T10:07:00Z,1295.9942886205226
SJ-DEV-1426,vegetativo,84,68,22.1,0,23,31,49,n_deficiency_moderate,2025-05-02T19:03:00Z,1015.1425296156717
SJ-DEV-122,vegetativo,80,67,20.7,0,49,31,49,optimal_vegetativo,2025-05-07T18:58:00Z,1024.8753061665248
SJ-DEV-1387,vegetativo,82,40,21.8,0,44,36,43,water_deficit_vegetativo,2025-05-16T15:23:00Z,933.408132443763
SJ-DEV-447,vegetativo,83,69,21.0,0,27,30,40,n_deficiency_moderate,2025-05-15T04:19:00Z,1312.7784898734512
SJ-DEV-787,vegetativo,85,49,21.1,0,54,30,44,water_deficit_vegetativo,2025-05-29T16:07:00Z,1307.9008908181256
SJ-DEV-904,vegetativo,84,36,22.3,0,49,33,41,water_deficit_vegetativo,2025-05-16T01:46:00Z,1315.2542165482669
SJ-DEV-317,vegetativo,84,69,22.6,1,35,35,46,n_deficiency_moderate,2025-05-24T06:27:00Z,1180.6944037757328
SJ-DEV-407,vegetativo,82,71,21.9,0,61,32,49,optimal_vegetativo,2025-05-15T22:00:00Z,972.4356173687324
SJ-DEV-782,vegetativo,96,73,22.2,1,41,32,42,fungal_risk_roya_vegetativo,2025-05-25T18:24:00Z,1097.033092315531
SJ-DEV-468,vegetativo,82,67,20.1,1,42,27,40,optimal_vegetativo,2025-05-13T18:04:00Z,1008.9339040260174
SJ-DEV-561,vegetativo,82,67,21.1,0,54,30,40,optimal_vegetativo,2025-05-23T22:03:00Z,1180.2188006133224
SJ-DEV-091,vegetativo,94,70,23.0,0,47,29,37,fungal_risk_roya_vegetativo,2025-05-20T09:50:00Z,973.0883029141667
SJ-DEV-310,vegetativo,97,72,22.7,1,54,33,36,fungal_risk_roya_vegetativo,2025-05-03T10:50:00Z,1006.0292510040695
SJ-DEV-029,vegetativo,97,72,21.6,0,47,28,42,fungal_risk_roya_vegetativo,2025-05-31T02:24:00Z,1262.1810215648595
SJ-DEV-633,vegetativo,98,73,22.7,0,45,30,48,fungal_risk_roya_vegetativo,2025-05-20T13:33:00Z,1209.0552516772154
SJ-DEV-949,vegetativo,83,28,20.6,0,48,29,37,water_deficit_vegetativo,2025-05-13T00:01:00Z,1239.7963754901673
SJ-DEV-1219,vegetativo,97,70,22.6,0,42,29,42,fungal_risk_roya_vegetativo,2025-05-16T20:07:00Z,1159.2180853880448
SJ-DEV-085,vegetativo,98,72,21.1,0,56,29,43,fungal_risk_roya_vegetativo,2025-05-28T17:38:00Z,1073.1417696259143
SJ-DEV-731,vegetativo,83,40,22.9,0,54,33,35,water_deficit_vegetativo,2025-05-12T03:41:00Z,995.6541472715531
SJ-DEV-624,vegetativo,80,74,21.1,0,33,28,41,n_deficiency_moderate,2025-05-01T16:51:00Z,1011.8237072336647
SJ-DEV-558,vegetativo,82,35,22.3,0,43,35,43,water_deficit_vegetativo,2025-05-05T20:22:00Z,1176.680182727377
SJ-DEV-1397,vegetativo,81,69,20.4,0,39,31,43,optimal_vegetativo,2025-05-01T01:39:00Z,908.8281179860942
SJ-DEV-954,vegetativo,99,72,21.2,1,54,34,38,fungal_risk_roya_vegetativo,2025-05-10T00:29:00Z,1081.5855049217485
SJ-DEV-540,vegetativo,84,72,20.9,1,26,27,49,n_deficiency_moderate,2025-05-02T01:35:00Z,1120.133886621916
SJ-DEV-797,vegetativo,86,46,21.4,0,43,34,42,water_deficit_vegetativo,2025-05-01T09:14:00Z,1241.2494650604103
SJ-DEV-466,vegetativo,92,71,20.3,0,37,28,39,n_deficiency_moderate,2025-05-21T08:18:00Z,905.5352874634989
SJ-DEV-669,vegetativo,84,29,21.0,0,50,25,48,water_deficit_vegetativo,2025-05-13T01:06:00Z,1111.1748363703148
SJ-DEV-032,vegetativo,86,49,19.9,0,32,28,39,water_deficit_vegetativo,2025-05-02T04:26:00Z,1110.8602126376722
SJ-DEV-295,vegetativo,81,71,21.0,1,44,27,41,optimal_vegetativo,2025-05-22T00:28:00Z,1371.5220925009112
SJ-DEV-1255,vegetativo,85,65,20.6,0,16,29,44,n_deficiency_moderate,2025-05-14T20:58:00Z,1224.2421879727412
SJ-DEV-1345,vegetativo,81,67,20.9,1,29,31,37,n_deficiency_moderate,2025-05-19T08:21:00Z,1159.2682028163665
SJ-DEV-345,vegetativo,83,71,19.9,1,46,28,51,optimal_vegetativo,2025-05-09T02:13:00Z,1278.5239964234
SJ-DEV-150,vegetativo,98,73,21.1,1,47,29,42,fungal_risk_roya_vegetativo,2025-05-16T09:31:00Z,1285.8427389568906
SJ-DEV-770,vegetativo,82,68,23.4,0,18,36,42,n_deficiency_moderate,2025-05-27T00:23:00Z,1290.1920084653416
SJ-DEV-1004,vegetativo,81,68,20.7,0,52,29,40,optimal_vegetativo,2025-05-04T23:21:00Z,1181.8117867590086
SJ-DEV-301,vegetativo,82,68,20.9,1,47,31,37,optimal_vegetativo,2025-05-03T21:44:00Z,1052.7383419456273
SJ-DEV-1307,vegetativo,96,71,22.2,1,48,30,40,fungal_risk_roya_vegetativo,2025-05-16T04:16:00Z,1195.402180467046
SJ-DEV-388,vegetativo,94,73,22.5,1,52,30,44,fungal_risk_roya_vegetativo,2025-05-09T04:05:00Z,910.09487469525
SJ-DEV-759,vegetativo,85,42,21.3,0,50,29,42,water_deficit_vegetativo,2025-05-24T21:22:00Z,1249.1023427500493
SJ-DEV-420,vegetativo,96,71,21.1,1,45,31,37,fungal_risk_roya_vegetativo,2025-05-11T18:07:00Z,961.7076975245927
SJ-DEV-494,vegetativo,98,71,21.2,0,47,29,43,fungal_risk_roya_vegetativo,2025-05-23T14:29:00Z,1384.7449937921638
SJ-DEV-102,vegetativo,84,65,20.0,1,29,30,37,n_deficiency_moderate,2025-05-10T12:02:00Z,1185.990561754745
SJ-DEV-361,vegetativo,85,69,20.7,0,31,32,47,n_deficiency_moderate,2025-05-09T02:46:00Z,1279.6214246931647
SJ-DEV-764,vegetativo,99,71,21.8,1,36,28,38,fungal_risk_roya_vegetativo,2025-05-20T03:50:00Z,1097.612212669706
SJ-DEV-484,vegetativo,97,72,21.3,1,39,31,46,fungal_risk_roya_vegetativo,2025-05-24T05:55:00Z,1004.6900005716886
SJ-DEV-1189,vegetativo,84,70,21.3,0,28,29,43,n_deficiency_moderate,2025-05-10T10:55:00Z,1115.6568668471039
SJ-DEV-321,vegetativo,93,72,21.6,0,53,33,37,fungal_risk_roya_vegetativo,2025-05-28T13:40:00Z,955.7615382885419
SJ-DEV-283,vegetativo,83,46,21.7,0,54,31,41,water_deficit_vegetativo,2025-05-28T01:03:00Z,1106.3092484250237
SJ-DEV-540,vegetativo,93,74,21.8,1,52,33,40,fungal_risk_roya_vegetativo,2025-05-25T09:00:00Z,1328.3704466153104
SJ-DEV-299,vegetativo,96,70,22.3,1,32,34,33,fungal_risk_roya_vegetativo,2025-05-25T12:12:00Z,1204.788705231084
SJ-DEV-406,vegetativo,97,70,22.8,0,46,32,40,fungal_risk_roya_vegetativo,2025-05-13T18:19:00Z,1356.2567501731544
SJ-DEV-882,vegetativo,86,47,21.1,0,46,34,41,water_deficit_vegetativo,2025-05-20T10:50:00Z,1260.4726246314704
SJ-DEV-392,vegetativo,84,67,21.6,0,49,33,45,optimal_vegetativo,2025-05-14T06:57:00Z,1293.4268659746053
SJ-DEV-1253,vegetativo,80,70,21.4,0,46,34,42,optimal_vegetativo,2025-05-01T11:51:00Z,1273.8689078315053
SJ-DEV-1304,vegetativo,85,39,23.5,0,46,31,47,water_deficit_vegetativo,2025-05-05T01:40:00Z,1014.7836029666619
SJ-DEV-1280,vegetativo,83,39,19.6,0,57,32,38,water_deficit_vegetativo,2025-05-07T13:11:00Z,931.6346828365585
SJ-DEV-255,vegetativo,79,71,20.8,1,14,28,40,n_deficiency_moderate,2025-05-10T14:37:00Z,1089.9648123719971
SJ-DEV-005,vegetativo,85,34,20.6,0,48,25,41,water_deficit_vegetativo,2025-05-16T02:49:00Z,963.5053748944191
SJ-DEV-390,vegetativo,84,69,21.1,0,47,33,45,optimal_vegetativo,2025-05-16T10:08:00Z,1237.4210577525137
SJ-DEV-1126,vegetativo,84,33,20.4,0,45,32,40,water_deficit_vegetativo,2025-05-17T00:33:00Z,914.3841592411845
SJ-DEV-224,vegetativo,84,67,21.6,0,15,30,43,n_deficiency_moderate,2025-05-31T16:22:00Z,1154.2071978000638
SJ-DEV-164,vegetativo,84,47,20.8,0,47,26,40,water_deficit_vegetativo,2025-05-10T05:19:00Z,1300.2901214162614
SJ-DEV-1393,vegetativo,85,31,22.2,0,52,26,46,water_deficit_vegetativo,2025-05-03T13:28:00Z,1265.0022168372684
SJ-DEV-774,vegetativo,85,44,19.7,0,36,32,33,water_deficit_vegetativo,2025-05-04T17:22:00Z,908.842337554981
SJ-DEV-901,vegetativo,85,48,22.0,0,37,31,46,water_deficit_vegetativo,2025-05-23T14:25:00Z,922.5919016136245
SJ-DEV-995,vegetativo,85,71,20.3,0,20,23,40,n_deficiency_moderate,2025-05-08T02:31:00Z,1373.445987258959
SJ-DEV-1205,vegetativo,87,72,22.9,0,32,29,38,n_deficiency_moderate,2025-05-28T12:40:00Z,915.2104374301223
SJ-DEV-941,vegetativo,86,30,20.8,0,45,30,44,water_deficit_vegetativo,2025-05-27T16:31:00Z,1277.0859662009177
SJ-DEV-1351,vegetativo,84,70,20.0,0,35,31,51,optimal_vegetativo,2025-05-28T08:40:00Z,1341.53717228244
SJ-DEV-193,vegetativo,83,69,20.9,1,12,32,39,n_deficiency_moderate,2025-05-23T20:18:00Z,1015.3498621733921
SJ-DEV-856,vegetativo,83,68,21.8,0,55,34,40,optimal_vegetativo,2025-05-17T03:30:00Z,1211.3236855342118
SJ-DEV-209,vegetativo,80,69,19.9,0,48,31,36,optimal_vegetativo,2025-05-07T08:46:00Z,1188.0484613097628
SJ-DEV-512,vegetativo,83,66,20.8,0,17,23,43,n_deficiency_moderate,2025-05-19T17:47:00Z,1346.499501521152
SJ-DEV-355,vegetativo,85,33,21.2,0,53,33,34,water_deficit_vegetativo,2025-05-14T21:27:00Z,1021.6974200518362
SJ-DEV-690,vegetativo,83,76,20.5,0,16,30,39,n_deficiency_moderate,2025-05-27T13:05:00Z,1129.4861941600816
SJ-DEV-1087,vegetativo,80,71,20.8,1,46,28,42,optimal_vegetativo,2025-05-13T03:06:00Z,1031.6741077647819
SJ-DEV-594,vegetativo,97,74,22.9,1,54,29,38,fungal_risk_roya_vegetativo,2025-05-17T08:12:00Z,1108.715649857028
SJ-DEV-954,vegetativo,85,68,20.3,1,35,29,42,n_deficiency_moderate,2025-05-01T02:32:00Z,1270.7747135747923
SJ-DEV-506,vegetativo,86,33,23.1,0,38,32,42,water_deficit_vegetativo,2025-05-18T20:26:00Z,1161.1186165130234
SJ-DEV-539,vegetativo,82,39,20.7,0,50,26,42,water_deficit_vegetativo,2025-05-15T04:27:00Z,904.7676746204035
SJ-DEV-1037,vegetativo,97,72,22.0,1,54,32,45,fungal_risk_roya_vegetativo,2025-05-16T15:33:00Z,1046.0663409307576
SJ-DEV-960,vegetativo,87,70,20.2,0,13,30,43,n_deficiency_moderate,2025-05-06T06:41:00Z,1227.2460413205322
SJ-DEV-482,vegetativo,87,71,21.1,0,29,26,36,n_deficiency_moderate,2025-05-25T04:56:00Z,1377.3445003794143
SJ-DEV-070,vegetativo,82,71,21.2,0,43,27,50,optimal_vegetativo,2025-05-10T21:35:00Z,1197.3755382191305
SJ-DEV-1070,vegetativo,82,44,21.6,0,58,33,39,water_deficit_vegetativo,2025-05-27T00:17:00Z,1356.3890665230965
SJ-DEV-202,vegetativo,96,73,21.5,1,45,30,53,fungal_risk_roya_vegetativo,2025-05-06T15:00:00Z,1250.2558880765207
SJ-DEV-469,vegetativo,80,70,20.5,0,36,35,38,n_deficiency_moderate,2025-05-01T00:30:00Z,1226.2592267518962
SJ-DEV-1279,vegetativo,82,46,19.9,0,54,34,39,water_deficit_vegetativo,2025-05-19T15:15:00Z,1214.4698133269858
SJ-DEV-945,vegetativo,80,71,21.2,1,53,30,54,optimal_vegetativo,2025-05-16T03:13:00Z,1203.0516486603906
SJ-DEV-1370,vegetativo,80,68,21.2,1,48,28,42,optimal_vegetativo,2025-05-15T05:28:00Z,1360.248261757379
SJ-DEV-145,vegetativo,84,42,20.5,0,52,29,40,water_deficit_vegetativo,2025-05-05T04:15:00Z,1112.393031129365
SJ-DEV-568,vegetativo,82,29,20.4,0,46,28,47,water_deficit_vegetativo,2025-05-15T16:27:00Z,1117.3758284999894
SJ-DEV-209,vegetativo,84,46,22.2,0,45,26,41,water_deficit_vegetativo,2025-05-22T19:25:00Z,1069.5270114379146
SJ-DEV-1190,vegetativo,84,68,21.8,1,48,30,43,optimal_vegetativo,2025-05-22T12:26:00Z,1043.41254111159
SJ-DEV-1243,vegetativo,98,70,22.0,1,45,32,47,fungal_risk_roya_vegetativo,2025-05-17T08:48:00Z,947.0216496104835
SJ-DEV-496,vegetativo,80,68,20.2,0,52,25,42,optimal_vegetativo,2025-05-02T10:43:00Z,1344.3324807285135
SJ-DEV-1402,vegetativo,89,72,20.6,0,30,28,49,n_deficiency_moderate,2025-05-16T12:31:00Z,1316.6504426932936
SJ-DEV-781,vegetativo,87,65,20.0,0,14,34,45,n_deficiency_moderate,2025-05-10T13:12:00Z,1267.0349360219743
SJ-DEV-658,vegetativo,82,29,20.3,0,53,28,37,water_deficit_vegetativo,2025-05-08T06:29:00Z,1184.9261868614806
SJ-DEV-803,vegetativo,83,68,20.7,0,44,26,43,optimal_vegetativo,2025-05-07T22:19:00Z,1067.7039525795578
SJ-DEV-1142,vegetativo,93,73,21.5,1,49,32,42,fungal_risk_roya_vegetativo,2025-05-26T06:47:00Z,1163.7356508825674
SJ-DEV-614,vegetativo,81,76,18.4,0,33,29,50,n_deficiency_moderate,2025-05-22T02:11:00Z,1200.7912786230888
SJ-DEV-503,floracion,94,68,21.1,1,45,41,52,fungal_risk_botrytis_floracion,2025-05-08T23:52:00Z,1329.2024575223936
SJ-DEV-543,floracion,88,67,18.3,0,47,16,59,p_deficiency_moderate,2025-05-10T00:58:00Z,1204.1578104567136
SJ-DEV-555,floracion,82,69,20.2,0,49,34,59,optimal_floracion,2025-05-02T01:44:00Z,1221.1094220143652
SJ-DEV-1198,floracion,84,49,19.5,0,40,41,53,water_deficit_floracion,2025-05-12T18:34:00Z,1091.3393922368095
SJ-DEV-080,floracion,82,69,20.7,0,46,38,58,optimal_floracion,2025-05-07T03:44:00Z,1053.3237142691717
SJ-DEV-636,floracion,94,70,21.6,0,50,34,58,fungal_risk_botrytis_floracion,2025-05-18T01:26:00Z,1450.4722711352888
SJ-DEV-151,floracion,94,69,21.2,1,46,40,58,fungal_risk_botrytis_floracion,2025-05-13T00:18:00Z,1165.6067321143196
SJ-DEV-690,floracion,86,68,21.4,0,48,39,60,optimal_floracion,2025-05-12T12:19:00Z,1293.8196752896433
SJ-DEV-357,floracion,93,68,20.0,0,51,36,59,fungal_risk_botrytis_floracion,2025-05-23T04:21:00Z,1486.817991495433
SJ-DEV-1133,floracion,83,48,19.0,0,44,34,56,water_deficit_floracion,2025-05-16T04:42:00Z,1095.0593115960532
SJ-DEV-1034,floracion,98,68,21.0,0,53,38,51,fungal_risk_botrytis_floracion,2025-05-31T11:47:00Z,1258.8565763094707
SJ-DEV-549,floracion,86,68,20.7,1,45,19,56,p_deficiency_moderate,2025-05-31T18:12:00Z,1198.1969590849446
SJ-DEV-1441,floracion,97,70,21.0,0,43,39,51,fungal_risk_botrytis_floracion,2025-05-29T12:22:00Z,1158.971755563053
SJ-DEV-432,floracion,96,70,20.4,0,42,45,52,fungal_risk_botrytis_floracion,2025-05-29T13:43:00Z,1256.4354841612435
SJ-DEV-118,floracion,87,68,19.7,0,52,10,52,p_deficiency_moderate,2025-05-23T05:58:00Z,1318.785152791459
SJ-DEV-1092,floracion,86,38,19.3,0,45,44,52,water_deficit_floracion,2025-05-30T06:47:00Z,1473.2074553983873
SJ-DEV-1204,floracion,85,67,20.5,0,44,38,58,optimal_floracion,2025-05-31T20:36:00Z,1320.7880059044146
SJ-DEV-1012,floracion,85,43,20.9,0,44,41,59,water_deficit_floracion,2025-05-11T20:10:00Z,1165.1754601359264
SJ-DEV-1040,floracion,87,66,19.9,1,38,14,58,p_deficiency_moderate,2025-05-26T23:57:00Z,1363.0544574335427
SJ-DEV-257,floracion,84,44,20.0,0,52,39,58,water_deficit_floracion,2025-05-10T08:37:00Z,1306.9466146898494
SJ-DEV-267,floracion,87,68,20.1,0,48,21,56,p_deficiency_moderate,2025-05-27T18:50:00Z,1131.040769994502
SJ-DEV-306,floracion,86,30,19.7,0,47,41,60,water_deficit_floracion,2025-05-14T21:05:00Z,1435.1490876458574
SJ-DEV-896,floracion,85,65,19.9,1,47,23,56,p_deficiency_moderate,2025-05-17T04:57:00Z,1038.1736310710635
SJ-DEV-274,floracion,95,67,21.0,1,48,40,52,fungal_risk_botrytis_floracion,2025-05-26T04:31:00Z,1456.0595549744448
SJ-DEV-387,floracion,95,67,21.7,1,45,40,59,fungal_risk_botrytis_floracion,2025-05-30T06:33:00Z,1225.3297521929276
SJ-DEV-884,floracion,83,30,19.5,0,48,38,62,water_deficit_floracion,2025-05-28T20:05:00Z,1305.6286792519686
SJ-DEV-226,floracion,94,70,21.8,1,42,41,53,fungal_risk_botrytis_floracion,2025-05-31T12:41:00Z,1005.2556483184994
SJ-DEV-632,floracion,83,47,19.8,0,45,45,52,water_deficit_floracion,2025-05-12T18:49:00Z,1018.170064660453
SJ-DEV-847,floracion,87,65,20.7,0,51,21,51,p_deficiency_moderate,2025-05-23T07:23:00Z,1305.0940678130705
SJ-DEV-1213,floracion,99,70,21.2,1,45,45,58,fungal_risk_botrytis_floracion,2025-05-23T16:51:00Z,1053.958433889019
SJ-DEV-720,floracion,86,67,21.1,1,45,26,54,p_deficiency_moderate,2025-05-13T21:31:00Z,1332.0921415310977
SJ-DEV-845,floracion,96,68,21.5,1,44,39,59,fungal_risk_botrytis_floracion,2025-05-31T07:45:00Z,1350.4667600673874
SJ-DEV-389,floracion,84,65,18.8,1,45,36,55,optimal_floracion,2025-05-08T01:26:00Z,1089.550081346906
SJ-DEV-298,floracion,86,67,19.7,0,44,38,57,optimal_floracion,2025-05-07T07:36:00Z,1286.6991275604664
SJ-DEV-939,floracion,85,32,19.6,0,49,42,48,water_deficit_floracion,2025-05-10T05:10:00Z,1133.4212143058126
SJ-DEV-1482,floracion,84,69,19.3,0,46,38,47,optimal_floracion,2025-05-28T10:13:00Z,1415.2893449121875
SJ-DEV-1020,floracion,84,66,19.9,0,50,32,61,optimal_floracion,2025-05-18T02:12:00Z,1377.1289794875497
SJ-DEV-499,floracion,84,67,21.0,0,46,34,49,optimal_floracion,2025-05-10T23:04:00Z,1410.1501606406953
SJ-DEV-013,floracion,89,68,20.3,0,46,14,53,p_deficiency_moderate,2025-05-30T12:03:00Z,1155.214978673175
SJ-DEV-655,floracion,85,64,20.7,1,46,41,51,optimal_floracion,2025-05-26T23:31:00Z,1468.7609546669753
SJ-DEV-343,floracion,83,65,20.2,1,49,40,53,optimal_floracion,2025-05-13T12:13:00Z,1016.14442341932
SJ-DEV-566,floracion,96,67,21.2,0,42,40,56,fungal_risk_botrytis_floracion,2025-05-21T12:15:00Z,1286.4101739371386
SJ-DEV-381,floracion,86,69,20.0,0,43,36,58,optimal_floracion,2025-05-11T13:21:00Z,1168.7032947884886
SJ-DEV-1326,floracion,97,70,20.9,1,37,40,51,fungal_risk_botrytis_floracion,2025-05-22T20:30:00Z,1271.2576700103639
SJ-DEV-819,floracion,83,66,20.1,0,51,34,48,optimal_floracion,2025-05-17T05:52:00Z,1369.4402844180106
SJ-DEV-1370,floracion,99,70,20.3,1,42,41,59,fungal_risk_botrytis_floracion,2025-05-15T02:18:00Z,1043.9414699323395
SJ-DEV-192,floracion,96,71,21.6,1,47,39,57,fungal_risk_botrytis_floracion,2025-05-24T23:14:00Z,1385.2775180481071
SJ-DEV-1420,floracion,87,65,20.1,0,39,24,56,p_deficiency_moderate,2025-05-26T18:15:00Z,1467.8481038601
SJ-DEV-1061,floracion,85,33,19.8,0,40,44,56,water_deficit_floracion,2025-05-25T11:46:00Z,1387.9822690031203
SJ-DEV-830,floracion,86,35,19.8,0,40,42,59,water_deficit_floracion,2025-05-04T17:45:00Z,1008.4099697631007
SJ-DEV-1193,floracion,85,66,20.7,0,53,12,54,p_deficiency_moderate,2025-05-10T11:03:00Z,1042.0647301819954
SJ-DEV-964,floracion,89,74,19.4,0,44,14,52,p_deficiency_moderate,2025-05-06T08:29:00Z,1421.1779434144698
SJ-DEV-1268,floracion,86,29,21.2,0,48,33,54,water_deficit_floracion,2025-05-04T23:09:00Z,1278.7892803955554
SJ-DEV-854,floracion,83,64,20.3,1,43,39,51,optimal_floracion,2025-05-15T18:06:00Z,1172.7237240189015
SJ-DEV-681,floracion,87,30,19.6,0,51,40,54,water_deficit_floracion,2025-05-23T03:03:00Z,1340.289051197561
SJ-DEV-766,floracion,81,66,19.6,1,44,45,57,optimal_floracion,2025-05-27T03:48:00Z,1407.9863109856014
SJ-DEV-687,floracion,82,65,20.0,1,50,39,58,optimal_floracion,2025-05-07T11:35:00Z,1304.844017231283
SJ-DEV-110,floracion,86,65,20.3,0,47,40,51,optimal_floracion,2025-05-09T18:58:00Z,1009.0251654046625
SJ-DEV-731,floracion,84,68,21.1,0,53,35,53,optimal_floracion,2025-05-31T00:34:00Z,1227.8562228663702
SJ-DEV-037,floracion,85,37,20.6,0,42,40,49,water_deficit_floracion,2025-05-26T12:24:00Z,1109.0495701085977
SJ-DEV-1255,floracion,82,67,19.6,0,40,37,54,optimal_floracion,2025-05-28T19:06:00Z,1174.2141345430532
SJ-DEV-041,floracion,86,68,20.6,1,49,41,65,optimal_floracion,2025-05-20T15:35:00Z,1167.3426827519315
SJ-DEV-647,floracion,87,32,21.5,0,52,42,57,water_deficit_floracion,2025-05-09T01:46:00Z,1194.1277994031464
SJ-DEV-1408,floracion,86,71,21.3,0,46,16,52,p_deficiency_moderate,2025-05-09T21:36:00Z,1347.726174052935
SJ-DEV-987,floracion,84,64,20.5,0,48,43,62,optimal_floracion,2025-05-25T04:50:00Z,1015.6196397887619
SJ-DEV-1467,floracion,95,70,20.3,1,52,37,52,fungal_risk_botrytis_floracion,2025-05-17T01:01:00Z,1066.8255629061357
SJ-DEV-1057,floracion,85,65,20.2,1,49,41,50,optimal_floracion,2025-05-13T12:09:00Z,1179.1618008370372
SJ-DEV-502,floracion,85,32,20.9,0,41,40,59,water_deficit_floracion,2025-05-07T22:04:00Z,1372.3271531087557
SJ-DEV-1256,floracion,85,68,19.6,0,44,37,57,optimal_floracion,2025-05-18T16:45:00Z,1048.2150616560878
SJ-DEV-1008,floracion,96,70,20.1,0,47,40,58,fungal_risk_botrytis_floracion,2025-05-26T11:00:00Z,1133.1233142639926
SJ-DEV-1081,floracion,84,68,20.6,1,46,37,60,optimal_floracion,2025-05-04T12:29:00Z,1079.266861198874
SJ-DEV-146,floracion,86,38,19.0,0,44,34,54,water_deficit_floracion,2025-05-06T20:28:00Z,1309.2798752327403
SJ-DEV-669,floracion,98,68,20.3,1,45,38,54,fungal_risk_botrytis_floracion,2025-05-16T12:49:00Z,1280.1135875799753
SJ-DEV-1250,floracion,88,68,19.7,0,45,17,54,p_deficiency_moderate,2025-05-07T18:35:00Z,1246.8697301978436
SJ-DEV-880,floracion,85,65,21.4,1,46,25,60,p_deficiency_moderate,2025-05-14T07:21:00Z,1041.1078278092264
SJ-DEV-1077,floracion,84,33,21.9,0,47,43,51,water_deficit_floracion,2025-05-29T11:49:00Z,1394.6325441759604
SJ-DEV-249,floracion,88,39,21.3,0,41,41,59,water_deficit_floracion,2025-05-08T19:52:00Z,1375.4819834060731
SJ-DEV-329,floracion,97,67,21.6,1,41,38,57,fungal_risk_botrytis_floracion,2025-05-08T07:46:00Z,1337.0777903499907
SJ-DEV-767,floracion,96,70,21.0,0,50,41,60,fungal_risk_botrytis_floracion,2025-05-30T03:41:00Z,1419.3996601474637
SJ-DEV-1387,floracion,87,67,20.3,0,45,40,50,optimal_floracion,2025-05-14T02:39:00Z,1210.2371488309184
SJ-DEV-1141,floracion,91,65,19.9,0,49,13,58,p_deficiency_moderate,2025-05-19T23:15:00Z,1157.436215102594
SJ-DEV-563,floracion,98,68,21.9,0,48,44,60,fungal_risk_botrytis_floracion,2025-05-21T00:19:00Z,1270.856083057637
SJ-DEV-1387,floracion,86,67,19.8,0,45,38,54,optimal_floracion,2025-05-27T17:55:00Z,1312.2509079385777
SJ-DEV-1139,floracion,86,68,20.3,0,40,38,54,optimal_floracion,2025-05-18T10:35:00Z,1287.2415864067516
SJ-DEV-635,floracion,89,68,20.0,0,50,15,58,p_deficiency_moderate,2025-05-29T10:30:00Z,1354.3151521063864
SJ-DEV-075,floracion,84,35,21.5,0,39,37,57,water_deficit_floracion,2025-05-06T08:31:00Z,1085.6141992845223
SJ-DEV-400,floracion,96,70,20.0,0,45,35,55,fungal_risk_botrytis_floracion,2025-05-29T00:00:00Z,1216.2686314471423
SJ-DEV-736,floracion,84,67,21.4,0,41,44,55,optimal_floracion,2025-05-22T13:08:00Z,1249.7769208817906
SJ-DEV-1034,floracion,98,70,21.5,0,55,44,52,fungal_risk_botrytis_floracion,2025-05-14T16:07:00Z,1069.8259859507996
