createdAt,plant_stage,air_humidity_percent,soil_humidity_percent,celcius_grade_temperature,precipitation_detected,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,altitude_masl,deviceHubId,sectionId,class_intent
2024-08-26 14:00:00,vegetativo,79.25,51.05,21.04,1,4.51,10.0,148.41,1705,HUB-013,SEC-068,n_deficiency_severe
2024-04-12 00:00:00,fructificacion,76.85,23.02,22.71,0,32.49,15.38,171.25,1545,HUB-005,SEC-046,water_deficit_fructificacion
2024-04-08 12:00:00,floracion,84.31,59.05,18.82,1,14.21,17.73,220.39,1922,HUB-005,SEC-022,fungal_risk_botrytis_floracion
2024-09-03 17:00:00,fructificacion,63.86,59.82,21.84,0,32.66,10.53,203.81,1724,HUB-018,SEC-015,p_deficiency_moderate
2024-09-19 15:00:00,fructificacion,68.54,24.28,19.57,0,24.81,16.03,178.73,1721,HUB-001,SEC-004,water_deficit_fructificacion
2024-01-08 09:00:00,vegetativo,85.48,82.48,21.87,1,24.69,16.32,176.64,1623,HUB-011,SEC-037,excess_humidity_soil
2024-06-18 03:00:00,plantula,66.62,60.52,17.67,0,16.77,9.42,202.44,1706,HUB-022,SEC-025,n_deficiency_moderate
2024-11-16 13:00:00,floracion,73.3,67.1,21.72,1,27.38,16.29,197.3,1194,HUB-002,SEC-011,optimal_*
2024-05-23 20:00:00,fructificacion,67.59,56.23,18.78,0,24.0,13.84,183.72,1685,HUB-009,SEC-036,n_deficiency_moderate
2024-12-24 12:00:00,vegetativo,82.56,69.94,22.42,1,30.27,14.95,201.81,1956,HUB-008,SEC-066,optimal_*
2024-07-30 19:00:00,vegetativo,58.67,22.77,23.2,0,32.01,17.25,214.18,1461,HUB-020,SEC-003,water_deficit_vegetativo
2024-03-16 04:00:00,floracion,96.86,62.77,17.81,1,30.33,15.25,206.65,2084,HUB-014,SEC-040,optimal_*
2024-03-29 09:00:00,fructificacion,62.88,54.93,22.57,0,18.96,6.12,179.67,1544,HUB-025,SEC-030,p_deficiency_severe
2024-05-02 17:00:00,vegetativo,74.63,78.8,18.77,1,28.7,16.33,148.5,1608,HUB-004,SEC-013,excess_humidity_soil
2024-05-13 20:00:00,fructificacion,76.13,43.89,19.12,0,24.75,6.49,203.61,2009,HUB-001,SEC-060,p_deficiency_severe
2024-12-28 00:00:00,fructificacion,77.37,77.18,20.45,1,23.1,12.78,119.84,1858,HUB-019,SEC-034,excess_humidity_soil
2024-10-30 02:00:00,vegetativo,68.36,53.27,19.1,0,13.98,15.14,253.51,1798,HUB-018,SEC-069,n_deficiency_severe
2024-01-04 13:00:00,vegetativo,91.09,64.42,17.42,1,27.42,19.28,171.92,2172,HUB-018,SEC-057,fungal_risk_roya_vegetativo
2024-01-21 16:00:00,maduracion,57.1,20.7,22.28,0,30.59,11.47,227.56,1637,HUB-018,SEC-026,water_deficit_maduracion
2024-04-17 05:00:00,vegetativo,69.33,57.84,25.4,1,27.81,8.0,242.95,1464,HUB-002,SEC-002,p_deficiency_moderate
2024-09-21 14:00:00,vegetativo,61.58,47.87,22.36,0,35.46,10.76,203.05,1845,HUB-002,SEC-050,optimal_*
2024-02-02 23:00:00,floracion,76.04,58.83,21.29,1,37.56,27.248457526446938,203.26,1551,HUB-012,SEC-053,optimal_*+p_excess_hint
2024-12-09 04:00:00,maduracion,51.87,60.42,23.58,0,30.83,5.82,246.86,1490,HUB-012,SEC-045,p_deficiency_severe
2024-07-17 11:00:00,floracion,67.34,20.57,21.56,0,30.08,16.88,182.48,1792,HUB-015,SEC-036,water_deficit_floracion
2024-04-08 09:00:00,vegetativo,53.72,40.0,23.6,0,10.92,17.47,134.67,1588,HUB-004,SEC-056,n_deficiency_severe
2024-05-01 09:00:00,vegetativo,70.13,16.24,20.53,0,31.11,14.21,161.82,2084,HUB-015,SEC-022,water_deficit_vegetativo
2024-01-25 05:00:00,floracion,52.92,18.31,24.09,0,34.78,11.4,156.75,1788,HUB-008,SEC-041,water_deficit_floracion
2024-01-03 18:00:00,maduracion,59.64,53.61,23.14,0,20.11,17.51,375.59,1910,HUB-006,SEC-028,k_excess
2024-07-18 20:00:00,vegetativo,60.77,20.47,20.3,0,28.5,13.82,100.0,1906,HUB-014,SEC-016,water_deficit_vegetativo
2024-03-17 20:00:00,plantula,65.99,62.88,24.59,0,23.17,12.81,79.56,1588,HUB-018,SEC-049,k_deficiency_severe
2024-03-16 12:00:00,maduracion,67.66,22.39,19.33,0,22.89,15.41,180.52,1703,HUB-004,SEC-040,water_deficit_maduracion
2024-01-31 15:00:00,maduracion,69.49,64.98,19.54,1,33.4,11.81,199.73,1933,HUB-006,SEC-027,optimal_*
2024-05-24 20:00:00,vegetativo,81.71,83.21,22.0,1,31.88,22.24,247.66,1576,HUB-014,SEC-014,excess_humidity_soil
2024-08-29 11:00:00,floracion,83.29,53.54,18.64,1,23.01,11.43,248.94,1972,HUB-010,SEC-023,n_deficiency_moderate
2024-09-14 19:00:00,fructificacion,62.02,55.37,21.19,0,10.5,12.59,213.4,1583,HUB-008,SEC-070,n_deficiency_severe
2024-08-28 19:00:00,floracion,66.19,61.06,16.34,0,25.67,17.17,162.84,1971,HUB-008,SEC-040,optimal_*
2024-02-27 23:00:00,fructificacion,73.2,59.95,22.59,1,36.15,13.75,227.19,1552,HUB-004,SEC-012,optimal_*
2024-05-17 18:00:00,floracion,68.58,22.46,20.26,0,22.39,12.81,176.37,1661,HUB-017,SEC-063,water_deficit_floracion
2024-01-09 18:00:00,vegetativo,85.01,57.58,24.69,1,29.38,18.65,226.46,1516,HUB-008,SEC-010,optimal_*
2024-06-02 18:00:00,vegetativo,84.27,46.75,22.5,1,33.89,10.68,231.0,1820,HUB-004,SEC-040,p_deficiency_moderate
2024-03-25 21:00:00,cosecha,74.02,64.54,20.41,1,25.54,17.62,187.37,1503,HUB-004,SEC-015,optimal_*
2024-01-28 00:00:00,maduracion,58.7,56.71,21.39,0,21.17,11.32,177.23,1712,HUB-020,SEC-023,n_deficiency_moderate
2024-01-17 13:00:00,vegetativo,77.64,77.09,21.67,1,26.17,14.24,206.78,1449,HUB-005,SEC-051,fungal_risk_roya_vegetativo
2024-04-29 12:00:00,cosecha,70.61,29.28,17.84,0,19.04,11.0,220.73,1892,HUB-009,SEC-011,water_deficit_cosecha
2024-06-03 01:00:00,vegetativo,50.31,60.21,21.28,0,27.67,15.26,200.87,1706,HUB-016,SEC-013,optimal_*
2024-04-05 17:00:00,maduracion,60.44,62.43,22.65,0,31.24,15.58,207.66,1694,HUB-019,SEC-001,optimal_*
2024-12-26 04:00:00,fructificacion,86.35,83.12,22.53,1,24.34,13.67,238.91,1659,HUB-003,SEC-002,excess_humidity_soil
2024-06-21 03:00:00,fructificacion,61.96,15.75,22.45,0,27.27,11.0,220.04,1626,HUB-011,SEC-007,water_deficit_fructificacion
2024-05-11 02:00:00,maduracion,71.84,68.79,21.23,1,28.94,16.85,185.74,1544,HUB-008,SEC-006,fungal_risk_ojo_gallo_maduracion
2024-07-01 07:00:00,fructificacion,59.04,58.67,21.56,0,16.44,17.39,187.87,1906,HUB-019,SEC-051,n_deficiency_severe
2024-08-30 01:00:00,floracion,75.3,64.46,18.33,1,37.8,15.3,220.6,1644,HUB-001,SEC-039,fungal_risk_botrytis_floracion
2024-09-01 11:00:00,fructificacion,56.72,60.1,21.51,0,32.51,5.94,196.58,1496,HUB-023,SEC-016,p_deficiency_severe
2024-01-18 14:00:00,vegetativo,60.82,57.86,23.61,0,12.09,14.57,200.92,1405,HUB-001,SEC-034,n_deficiency_severe
2024-04-27 16:00:00,floracion,91.09,57.17,17.36,1,31.83,5.62,209.32,2013,HUB-010,SEC-051,p_deficiency_severe
2024-12-13 07:00:00,fructificacion,69.37,21.39,20.87,0,34.46,13.6,164.08,1726,HUB-001,SEC-023,water_deficit_fructificacion
2024-08-30 22:00:00,vegetativo,64.12,23.08,23.75,0,33.82,13.31,189.94,2096,HUB-013,SEC-062,water_deficit_vegetativo
2024-10-20 13:00:00,fructificacion,78.64,62.76,21.93,1,31.69,13.0,182.16,1833,HUB-004,SEC-029,optimal_*
2024-12-02 20:00:00,floracion,58.55,49.37,23.05,0,27.36,10.5,209.73,1644,HUB-021,SEC-030,p_deficiency_moderate
2024-02-26 01:00:00,vegetativo,77.78,57.58,20.76,1,31.6,14.57,117.03,1747,HUB-015,SEC-017,k_deficiency_moderate
2024-02-12 11:00:00,vegetativo,62.27,19.96,23.29,0,32.02,17.11,216.49,1823,HUB-001,SEC-013,water_deficit_vegetativo
2024-04-27 02:00:00,maduracion,88.83,66.4,21.24,1,24.34,11.11,176.79,1631,HUB-020,SEC-052,optimal_*
2024-07-20 06:00:00,fructificacion,57.6,56.26,23.2,0,21.32,15.55,184.09,1402,HUB-006,SEC-070,optimal_*
2024-04-12 08:00:00,maduracion,88.11,53.49,20.98,1,17.14,12.71,175.83,2031,HUB-022,SEC-024,n_deficiency_moderate
2024-03-18 02:00:00,fructificacion,56.86,56.35,21.78,0,18.0,15.62,59.31,1726,HUB-006,SEC-008,k_deficiency_severe
2024-03-01 22:00:00,floracion,72.9,64.41,21.31,1,26.55,17.0,224.81,1368,HUB-020,SEC-004,fungal_risk_botrytis_floracion
2024-05-25 15:00:00,cosecha,95.61,56.74,19.64,1,32.23,7.28,157.2,1951,HUB-012,SEC-010,p_deficiency_severe
2024-11-29 16:00:00,floracion,86.65,75.68,22.29,1,26.12,17.17,176.04,1408,HUB-010,SEC-062,excess_humidity_soil
2024-05-22 19:00:00,vegetativo,77.36,64.58,22.84,1,25.94,10.86,167.14,1422,HUB-009,SEC-054,fungal_risk_roya_vegetativo
2024-05-24 03:00:00,vegetativo,89.75,62.4,22.19,1,33.25,12.94,145.58,1516,HUB-021,SEC-012,fungal_risk_roya_vegetativo
2024-06-21 14:00:00,vegetativo,45.74,17.75,24.1,0,40.64,11.13,169.83,1777,HUB-002,SEC-051,water_deficit_vegetativo
2024-09-24 19:00:00,floracion,49.14,24.06,25.41,0,36.46,11.04,208.29,1688,HUB-024,SEC-043,water_deficit_floracion
2024-12-05 13:00:00,vegetativo,85.49,81.9,17.48,1,20.03,15.34,173.67,1846,HUB-003,SEC-050,excess_humidity_soil
2024-06-23 04:00:00,vegetativo,77.76,87.02,22.49,1,36.97,16.65,183.57,1620,HUB-025,SEC-061,excess_humidity_soil
2024-03-08 04:00:00,plantula,73.24,60.63,18.4,1,23.78,14.02,201.03,1643,HUB-016,SEC-002,optimal_*
2024-04-15 20:00:00,maduracion,54.75,63.21,20.37,1,28.82,12.01,164.88,1443,HUB-013,SEC-043,fungal_risk_ojo_gallo_maduracion
2024-04-05 16:00:00,floracion,79.84,16.69,19.16,0,23.89,14.44,175.45,2000,HUB-001,SEC-024,water_deficit_floracion
2024-09-30 18:00:00,fructificacion,63.64,20.15,21.09,0,23.17,16.19,197.57,2034,HUB-001,SEC-014,water_deficit_fructificacion
2024-09-26 12:00:00,fructificacion,58.67,24.64,21.49,0,23.44,14.34,225.71,1578,HUB-022,SEC-056,water_deficit_fructificacion
2024-08-31 03:00:00,floracion,69.37,19.46,19.49,0,21.51,18.14,167.16,1627,HUB-022,SEC-031,water_deficit_floracion
2024-08-30 06:00:00,vegetativo,77.94,53.91,21.45,0,28.62,13.25,169.65,1885,HUB-020,SEC-045,optimal_*
2024-05-12 01:00:00,maduracion,45.5,59.06,22.71,0,19.33,12.31,229.51,1389,HUB-017,SEC-006,n_deficiency_moderate
2024-08-23 23:00:00,vegetativo,67.5,51.15,17.65,0,34.18,19.12,175.8,2045,HUB-015,SEC-008,optimal_*
2024-10-17 06:00:00,vegetativo,81.64,67.13,19.89,1,21.42,19.43,167.3,1738,HUB-020,SEC-028,fungal_risk_roya_vegetativo
2024-11-18 16:00:00,maduracion,76.87,57.66,22.03,1,17.67,20.58,177.08,1295,HUB-002,SEC-012,n_deficiency_moderate
2024-03-26 04:00:00,vegetativo,75.39,51.42,21.43,1,44.74,6.27,168.95,1641,HUB-016,SEC-039,p_deficiency_severe
2024-01-24 05:00:00,vegetativo,68.76,61.25,20.89,0,58.59879524959078,16.21,193.83,1808,HUB-015,SEC-064,optimal_or_n_excess_mix
2024-04-01 09:00:00,maduracion,56.43,21.23,18.63,0,29.95,15.82,207.73,1712,HUB-005,SEC-017,water_deficit_maduracion
2024-07-04 18:00:00,vegetativo,98.93,58.28,20.9,1,27.99,22.78,169.35,1932,HUB-016,SEC-030,fungal_risk_roya_vegetativo
2024-01-22 01:00:00,vegetativo,64.22,60.33,22.67,0,27.67,9.06,164.06,1550,HUB-003,SEC-008,p_deficiency_moderate
2024-02-29 04:00:00,fructificacion,72.62,13.5,23.57,0,30.26,16.21,197.94,1736,HUB-024,SEC-015,water_deficit_fructificacion
2024-11-08 22:00:00,floracion,64.28,45.03,22.54,0,28.13,16.87,182.25,1801,HUB-013,SEC-043,optimal_*
2024-05-05 17:00:00,vegetativo,67.36,18.43,22.32,0,24.98,14.15,202.39,2058,HUB-017,SEC-059,water_deficit_vegetativo
2024-05-01 17:00:00,vegetativo,68.9,20.61,20.59,0,22.21,18.57,214.83,1880,HUB-018,SEC-031,water_deficit_vegetativo
2024-12-27 00:00:00,plantula,55.88,54.83,23.31,0,29.65,19.02,87.84,1741,HUB-020,SEC-050,k_deficiency_severe
2024-12-01 03:00:00,vegetativo,85.65,58.37,20.76,1,25.7,13.23,207.99,1883,HUB-007,SEC-006,optimal_*
2024-04-05 00:00:00,floracion,82.61,66.44,22.6,1,40.56,20.16,188.97,1536,HUB-007,SEC-054,optimal_*
2024-04-22 09:00:00,maduracion,56.68,74.75,25.76,0,6.75,15.8,185.69,1513,HUB-007,SEC-044,n_deficiency_severe
2024-05-18 21:00:00,vegetativo,57.19,53.19,22.93,0,24.0,17.01,190.08,1654,HUB-005,SEC-005,n_deficiency_moderate
2024-12-02 07:00:00,vegetativo,63.92,20.18,20.68,0,35.92,11.0,229.48,1878,HUB-018,SEC-008,water_deficit_vegetativo
2024-03-30 02:00:00,floracion,65.46,57.46,20.02,0,23.08,13.58,180.17,1784,HUB-004,SEC-044,n_deficiency_moderate
2024-12-18 15:00:00,floracion,61.11,18.86,19.88,0,22.77,18.11,190.29,1862,HUB-011,SEC-055,water_deficit_floracion
2024-09-03 11:00:00,cosecha,73.66,22.49,20.96,0,38.81,13.55,174.78,2166,HUB-009,SEC-060,water_deficit_cosecha
2024-12-11 07:00:00,vegetativo,78.95,59.0,20.07,1,28.64,19.55,163.24,1747,HUB-002,SEC-010,optimal_*
2024-10-21 16:00:00,fructificacion,57.66,47.34,22.84,0,17.31,17.25,164.71,1611,HUB-005,SEC-028,n_deficiency_moderate
2024-11-13 11:00:00,maduracion,74.27,73.46,22.57,1,23.88,16.02,168.77,1604,HUB-013,SEC-036,fungal_risk_ojo_gallo_maduracion
2024-04-18 16:00:00,maduracion,74.62,73.31,18.45,1,24.41,16.83,209.56,1575,HUB-014,SEC-046,excess_humidity_soil
2024-11-11 06:00:00,floracion,66.38,23.86,21.64,0,40.41,16.21,206.2,1997,HUB-007,SEC-013,water_deficit_floracion
2024-07-15 23:00:00,floracion,67.82,56.49,20.69,0,23.99,19.91,248.42,1846,HUB-023,SEC-063,optimal_*
2024-05-18 16:00:00,vegetativo,82.93,63.01,20.53,1,25.77,19.55,173.59,1969,HUB-024,SEC-021,fungal_risk_roya_vegetativo
2024-04-05 09:00:00,maduracion,69.8,29.73,23.44,0,31.83,15.71,159.77,1359,HUB-018,SEC-040,water_deficit_maduracion
2024-09-15 17:00:00,floracion,63.61,26.41,21.28,0,32.31,15.42,167.23,1486,HUB-024,SEC-021,water_deficit_floracion
2024-05-04 04:00:00,plantula,61.04,58.24,20.18,0,28.79,19.42,284.12,1425,HUB-018,SEC-005,k_excess
2024-10-17 00:00:00,vegetativo,74.46,73.55,20.78,1,29.52,10.0,223.32,1743,HUB-013,SEC-040,excess_humidity_soil
2024-08-19 21:00:00,vegetativo,82.36,60.36,21.65,1,30.82,18.76,184.68,1471,HUB-008,SEC-029,fungal_risk_roya_vegetativo
2024-07-04 12:00:00,plantula,62.91,63.78,23.55,0,30.08,13.37,176.17,1840,HUB-024,SEC-067,optimal_*
2024-11-09 19:00:00,fructificacion,87.68,68.32,16.42,1,35.18,8.86,181.81,2101,HUB-022,SEC-058,p_deficiency_moderate
2024-03-15 03:00:00,cosecha,80.41,57.73,21.32,1,25.66,16.96,209.56,1430,HUB-001,SEC-018,optimal_*
2024-12-23 07:00:00,fructificacion,70.92,61.53,23.74,1,27.87,15.54,192.01,1533,HUB-023,SEC-008,optimal_*
2024-03-30 18:00:00,maduracion,50.32,19.33,22.22,0,28.05,23.5,224.3,1827,HUB-021,SEC-046,water_deficit_maduracion
2024-10-18 14:00:00,cosecha,62.98,20.11,22.51,0,33.09,15.96,201.52,1468,HUB-023,SEC-051,water_deficit_cosecha
2024-01-15 16:00:00,plantula,56.87,16.76,21.74,0,35.35,13.46,199.06,1687,HUB-013,SEC-057,water_deficit_plantula
2024-06-01 23:00:00,floracion,74.57,78.14,22.51,1,34.19,14.46,218.77,1777,HUB-012,SEC-044,excess_humidity_soil
2024-02-24 08:00:00,floracion,57.04,17.87,24.02,0,23.73,20.45,180.71,1436,HUB-011,SEC-050,water_deficit_floracion
2024-08-11 01:00:00,floracion,91.1,59.51,16.91,1,33.94,16.8,212.13,2081,HUB-005,SEC-025,fungal_risk_botrytis_floracion
2024-12-07 09:00:00,maduracion,81.3,66.31,19.92,1,34.42,19.07,189.82,1900,HUB-013,SEC-007,excess_humidity_soil
2024-06-11 22:00:00,floracion,78.3,58.96,20.46,0,19.14,18.82,159.42,1898,HUB-025,SEC-034,n_deficiency_moderate
2024-03-05 18:00:00,cosecha,49.8,54.0,18.16,0,24.0,17.16,246.61,1624,HUB-025,SEC-042,n_deficiency_moderate
2024-09-13 18:00:00,maduracion,57.43,20.96,24.75,0,34.88,15.34,162.92,1801,HUB-025,SEC-011,water_deficit_maduracion
2024-08-02 14:00:00,vegetativo,76.02,40.0,19.31,0,33.6,5.34,154.87,1647,HUB-025,SEC-056,p_deficiency_severe
2024-03-06 00:00:00,floracion,79.23,63.0,23.95,1,27.1,11.88,209.56,1379,HUB-023,SEC-021,p_deficiency_moderate
2024-07-18 06:00:00,maduracion,52.88,53.74,24.12,0,31.81,15.42,122.08,1188,HUB-014,SEC-021,optimal_*
2024-08-01 19:00:00,floracion,82.25,54.21,22.09,0,35.61,17.48,126.16,1991,HUB-022,SEC-033,k_deficiency_moderate
2024-12-16 21:00:00,floracion,59.01,27.42,24.93,0,28.82,13.97,232.9,1383,HUB-017,SEC-039,water_deficit_floracion
2024-12-28 23:00:00,floracion,84.1,59.46,20.0,1,45.202218799738176,17.13,195.92,1791,HUB-006,SEC-039,optimal_or_n_excess_mix
2024-02-13 15:00:00,floracion,63.49,27.82,23.36,0,29.64,12.11,206.44,1650,HUB-011,SEC-021,water_deficit_floracion
2024-03-24 00:00:00,floracion,80.33,64.19,19.55,1,24.39,12.66,200.36,1875,HUB-025,SEC-046,fungal_risk_botrytis_floracion
2024-12-05 20:00:00,cosecha,56.67,50.56,22.78,0,30.33,13.06,188.04,1616,HUB-005,SEC-058,optimal_*
2024-04-20 05:00:00,fructificacion,70.87,21.32,20.44,0,34.89,14.54,211.61,1566,HUB-018,SEC-001,water_deficit_fructificacion
2024-06-27 14:00:00,floracion,85.12,63.25,22.19,1,31.71,14.71,175.02,1527,HUB-025,SEC-070,optimal_*
2024-03-02 18:00:00,plantula,50.51,53.17,23.69,0,22.12,10.96,181.91,1445,HUB-024,SEC-045,optimal_*
2024-11-28 23:00:00,floracion,66.6,21.29,22.2,0,34.11,14.03,155.28,1765,HUB-019,SEC-014,water_deficit_floracion
2024-09-18 12:00:00,vegetativo,52.45,64.86,18.39,1,22.87,20.03,170.49,1501,HUB-010,SEC-043,fungal_risk_roya_vegetativo
2024-12-14 02:00:00,vegetativo,69.92,66.09,21.38,1,23.34,22.62,214.21,1329,HUB-023,SEC-068,optimal_*
2024-03-24 22:00:00,plantula,55.4,17.37,23.44,0,29.61,16.42,161.82,1677,HUB-016,SEC-051,water_deficit_plantula
2024-09-25 10:00:00,fructificacion,85.67,75.49,17.88,1,20.01,18.09,182.93,1805,HUB-017,SEC-020,excess_humidity_soil
2024-10-13 04:00:00,vegetativo,74.43,56.83,21.78,1,26.04,15.67,114.49,1728,HUB-018,SEC-001,k_deficiency_moderate
2024-02-23 08:00:00,floracion,75.54,18.98,21.08,0,31.05,15.72,171.85,1829,HUB-025,SEC-030,water_deficit_floracion
2024-11-11 02:00:00,floracion,92.51,69.22,22.34,1,31.05,14.33,220.68,1724,HUB-022,SEC-008,optimal_*
2024-02-05 01:00:00,maduracion,74.92,14.47,24.5,0,33.74,16.76,164.94,1514,HUB-007,SEC-008,water_deficit_maduracion
2024-07-22 17:00:00,plantula,61.04,22.76,19.77,0,30.77,16.95,163.13,1800,HUB-004,SEC-059,water_deficit_plantula
2024-08-03 01:00:00,fructificacion,59.49,54.38,21.69,0,12.65,15.02,185.27,1740,HUB-025,SEC-058,n_deficiency_severe
2024-10-11 16:00:00,vegetativo,47.67,55.89,23.59,0,22.53,14.23,125.84,1539,HUB-022,SEC-069,k_deficiency_moderate
2024-07-30 19:00:00,vegetativo,52.99,14.78,23.41,0,27.87,11.38,211.45,1422,HUB-020,SEC-031,water_deficit_vegetativo
2024-09-09 09:00:00,vegetativo,59.06,45.92,23.36,0,28.71,10.0,166.46,1713,HUB-020,SEC-060,optimal_*
2024-11-22 16:00:00,floracion,51.3,52.83,24.24,0,14.1,12.86,176.54,1570,HUB-020,SEC-047,n_deficiency_severe
2024-11-09 17:00:00,floracion,78.3,15.42,21.52,0,19.91,14.81,208.21,1725,HUB-025,SEC-002,water_deficit_floracion
2024-08-13 23:00:00,vegetativo,63.11,19.9,21.66,0,33.16,17.63,135.81,1560,HUB-006,SEC-038,water_deficit_vegetativo
2024-02-25 15:00:00,floracion,82.01,55.75,16.14,1,29.76,16.55,88.05,1964,HUB-024,SEC-021,k_deficiency_moderate
2024-07-24 20:00:00,floracion,75.59,57.59,19.99,1,21.29,21.19,231.96,1883,HUB-001,SEC-037,n_deficiency_moderate
2024-05-01 08:00:00,floracion,74.14,56.76,22.43,1,35.15,4.36,173.5,1531,HUB-025,SEC-055,p_deficiency_severe
2024-02-16 03:00:00,maduracion,48.95,59.56,21.25,0,38.7,10.14,140.85,1640,HUB-015,SEC-040,p_deficiency_moderate
2024-08-09 09:00:00,floracion,78.42,59.25,20.1,0,11.64,17.29,188.25,2177,HUB-013,SEC-034,n_deficiency_severe
2024-07-04 00:00:00,vegetativo,90.67,19.13,19.69,0,44.07,14.72,191.87,1911,HUB-004,SEC-011,water_deficit_vegetativo
2024-04-18 15:00:00,cosecha,62.63,23.31,20.36,0,31.94,14.97,200.04,2107,HUB-016,SEC-029,water_deficit_cosecha
2024-09-20 06:00:00,plantula,100.0,53.82,22.03,1,37.31,15.25,112.46,1724,HUB-003,SEC-058,k_deficiency_moderate
2024-11-12 04:00:00,fructificacion,77.84,57.23,22.49,1,25.31,18.05,159.5,1599,HUB-001,SEC-057,optimal_*
2024-03-02 01:00:00,vegetativo,60.33,51.81,20.77,0,29.26,9.69,192.48,1426,HUB-011,SEC-058,p_deficiency_moderate
2024-05-04 07:00:00,vegetativo,47.02,22.54,22.12,0,31.12,15.76,159.03,1611,HUB-009,SEC-038,water_deficit_vegetativo
2024-07-13 17:00:00,floracion,90.11,57.72,19.88,1,14.14,16.31,197.39,2104,HUB-023,SEC-045,n_deficiency_moderate
2024-01-22 18:00:00,vegetativo,62.3,63.58,21.85,1,22.76,13.87,205.97,1170,HUB-013,SEC-028,fungal_risk_roya_vegetativo
2024-05-16 14:00:00,vegetativo,89.07,70.68,19.92,1,28.58,18.59,190.93,2049,HUB-023,SEC-050,fungal_risk_roya_vegetativo
2024-03-17 09:00:00,vegetativo,75.12,59.35,21.26,1,31.32,13.53,336.64,1716,HUB-003,SEC-007,k_excess
2024-04-12 16:00:00,maduracion,73.44,60.67,20.26,1,33.03,17.02,145.3,1401,HUB-011,SEC-029,fungal_risk_ojo_gallo_maduracion
2024-08-28 14:00:00,vegetativo,71.54,59.85,20.95,1,19.39,8.39,181.1,1234,HUB-002,SEC-021,p_deficiency_severe
2024-09-28 22:00:00,vegetativo,77.52,47.28,19.48,1,37.4,3.35,181.65,1731,HUB-025,SEC-050,p_deficiency_severe
2024-03-23 14:00:00,plantula,73.98,55.13,22.45,1,27.09,16.79,74.03,1614,HUB-018,SEC-001,k_deficiency_severe
2024-03-21 15:00:00,vegetativo,54.84,19.6,21.23,0,28.63,16.49,198.08,1952,HUB-017,SEC-064,water_deficit_vegetativo
2024-04-20 07:00:00,fructificacion,61.12,21.79,24.04,0,31.61,21.19,146.96,1722,HUB-001,SEC-026,water_deficit_fructificacion
2024-05-18 23:00:00,cosecha,65.22,46.52,22.28,0,48.36728722367539,15.4,231.44,1949,HUB-015,SEC-022,optimal_or_n_excess_mix
2024-05-23 09:00:00,vegetativo,77.78,70.07,22.42,1,24.49,17.97,152.06,1925,HUB-020,SEC-034,excess_humidity_soil
2024-01-07 23:00:00,floracion,76.49,56.61,22.46,1,28.33,19.15,127.35,1740,HUB-018,SEC-012,k_deficiency_moderate
2024-03-16 08:00:00,plantula,52.95,61.59,21.25,0,31.92,18.37,183.8,1585,HUB-025,SEC-019,optimal_*
2024-09-19 04:00:00,vegetativo,85.05,52.44,17.96,1,33.41,8.85,140.78,1652,HUB-017,SEC-056,p_deficiency_severe
2024-04-11 00:00:00,floracion,82.36,61.38,20.65,1,10.34,15.76,142.5,1851,HUB-022,SEC-057,n_deficiency_severe
2024-07-26 07:00:00,maduracion,69.51,53.75,23.03,1,11.53,18.97,138.91,1354,HUB-003,SEC-041,n_deficiency_severe
2024-11-20 03:00:00,floracion,86.89,59.96,17.95,1,36.23,20.88,220.3,1846,HUB-024,SEC-015,fungal_risk_botrytis_floracion
2024-03-26 23:00:00,fructificacion,73.01,59.96,22.55,1,30.47,14.56,179.33,1669,HUB-009,SEC-038,optimal_*
2024-05-09 07:00:00,maduracion,79.03,56.6,20.86,1,28.43,16.16,106.29,1730,HUB-006,SEC-014,k_deficiency_moderate
2024-03-09 22:00:00,vegetativo,65.78,18.97,22.88,0,36.87,13.24,206.36,1813,HUB-019,SEC-070,water_deficit_vegetativo
2024-04-22 19:00:00,vegetativo,82.35,59.9,22.92,1,16.87,13.96,180.88,1643,HUB-012,SEC-057,fungal_risk_roya_vegetativo
2024-08-12 01:00:00,floracion,64.32,16.39,19.72,0,31.17,16.31,182.93,1839,HUB-004,SEC-038,water_deficit_floracion
2024-04-13 18:00:00,maduracion,64.74,59.35,20.52,1,27.64,14.71,150.74,1477,HUB-024,SEC-045,fungal_risk_ojo_gallo_maduracion
2024-04-23 22:00:00,fructificacion,59.91,50.0,21.29,0,40.01,6.95,212.81,1423,HUB-005,SEC-016,p_deficiency_severe
2024-10-30 16:00:00,vegetativo,75.8,58.06,19.12,1,28.82,16.73,293.68,1576,HUB-003,SEC-057,k_excess
2024-01-21 05:00:00,vegetativo,87.74,51.56,22.2,1,23.26,4.91,203.53,1846,HUB-009,SEC-006,p_deficiency_severe
2024-12-03 22:00:00,floracion,72.82,50.41,19.7,0,24.67,18.02,64.32,2310,HUB-013,SEC-068,k_deficiency_severe
2024-05-01 11:00:00,vegetativo,53.6,29.23,21.62,0,18.83,17.79,192.17,1879,HUB-013,SEC-037,water_deficit_vegetativo
2024-05-18 13:00:00,fructificacion,74.48,50.69,22.12,0,24.0,17.79,173.41,2016,HUB-001,SEC-059,n_deficiency_moderate
2024-01-18 02:00:00,cosecha,52.7,53.02,21.12,0,33.37,18.86,111.42,1545,HUB-022,SEC-022,k_deficiency_moderate
